"SITEID","STA_SEQ","ID","Station_Name","EVALSTATUS","TNT","SurveyID","SurveyName","XlongDD","YlatDD","WGT","BugAssess","BugBCG","Chloride"
"CTS06621-0477",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7397,41.5613,156.3568317,"","",NA
"CTS06621-0478",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.3655,41.1502,156.3568317,"","",NA
"CTS06621-0479",NA,"","","NoAcc","Target",NA,"2006-2010",-71.9931,41.9842,156.3568317,"","",NA
"CTS06621-0480",16932,"S16932_2006_2010","Old Stone Mill Brook","CMPLTE","Target",2,"2006-2010",-72.0268,41.6352,156.3568317,"Pass","",7.45
"CTS06621-0481",NA,"","","LowGrad","Target",NA,"2006-2010",-72.012,41.4956,156.3568317,"","",NA
"CTS06621-0482",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3193,41.3833,156.3568317,"","",NA
"CTS06621-0483",NA,"","","LowGrad","Target",NA,"2006-2010",-72.9834,41.7735,156.3568317,"","",NA
"CTS06621-0484",NA,"","","LowGrad","Target",NA,"2006-2010",-72.638,41.8231,156.3568317,"","",NA
"CTS06621-0485",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4439,41.4966,156.3568317,"","",NA
"CTS06621-0486",16337,"S16337_2006_2010","Beaver Brook","CMPLTE","Target",2,"2006-2010",-73.0766,41.3351,156.3568317,"Fail","",26.475
"CTS06621-0487",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.2922,41.7869,156.3568317,"","",NA
"CTS06621-0488",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8642,41.6571,156.3568317,"","",NA
"CTS06621-0489",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.8888,41.3073,156.3568317,"","",NA
"CTS06621-0490",15102,"S15102_2006_2010","Means Brook","CMPLTE","Target",2,"2006-2010",-73.1645,41.3231,156.3568317,"Fail","",24.675
"CTS06621-0491",NA,"","","LowGrad","Target",NA,"2006-2010",-73.4148,41.9966,156.3568317,"","",NA
"CTS06621-0492",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.22,41.6732,156.3568317,"","",NA
"CTS06621-0493",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.6111,41.0826,156.3568317,"","",NA
"CTS06621-0494",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4983,41.233,156.3568317,"","",NA
"CTS06621-0495",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.2475,41.9753,156.3568317,"","",NA
"CTS06621-0496",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.0132,41.5053,156.3568317,"","",NA
"CTS06621-0497",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.3702,41.41,156.3568317,"","",NA
"CTS06621-0498",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2662,41.5696,156.3568317,"","",NA
"CTS06621-0499",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0834,41.9627,156.3568317,"","",NA
"CTS06621-0500",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.5005,41.8509,156.3568317,"","",NA
"CTS06621-0501",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.6357,41.4757,156.3568317,"","",NA
"CTS06621-0502",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1256,41.4323,156.3568317,"","",NA
"CTS06621-0503",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8624,41.9249,156.3568317,"","",NA
"CTS06621-0504",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7848,41.8288,156.3568317,"","",NA
"CTS06621-0505",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8471,41.3997,156.3568317,"","",NA
"CTS06621-0506",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0617,41.2554,156.3568317,"","",NA
"CTS06621-0507",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3363,41.8567,156.3568317,"","",NA
"CTS06621-0508",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.1014,41.8066,156.3568317,"","",NA
"CTS06621-0509",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.9446,41.5088,156.3568317,"","",NA
"CTS06621-0510",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2906,41.2371,156.3568317,"","",NA
"CTS06621-0511",NA,"","","LowGrad","Target",NA,"2006-2010",-72.4716,41.9804,156.3568317,"","",NA
"CTS06621-0512",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.7937,41.5154,156.3568317,"","",NA
"CTS06621-0513",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8339,41.3835,156.3568317,"","",NA
"CTS06621-0514",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1139,41.5269,156.3568317,"","",NA
"CTS06621-0515",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3071,41.2128,156.3568317,"","",NA
"CTS06621-0516",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.2798,41.9933,156.3568317,"","",NA
"CTS06621-0517",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.4034,41.4006,156.3568317,"","",NA
"CTS06621-0518",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2707,41.6299,156.3568317,"","",NA
"CTS06621-0519",NA,"","","FCDam","NonTarget",NA,"2006-2010",-73.2555,42.0406,156.3568317,"","",NA
"CTS06621-0520",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.321,41.8204,156.3568317,"","",NA
"CTS06621-0521",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.4423,41.4635,156.3568317,"","",NA
"CTS06621-0522",14186,"S14186_2006_2010","Eightmile Brook","CMPLTE","Target",2,"2006-2010",-73.1617,41.3966,156.3568317,"Pass","",20.795
"CTS06621-0523",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8838,41.8932,156.3568317,"","",NA
"CTS06621-0524",NA,"","","LowGrad","Target",NA,"2006-2010",-72.752,41.8093,156.3568317,"","",NA
"CTS06621-0525",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.8489,41.4256,156.3568317,"","",NA
"CTS06621-0526",NA,"","","Tidal","NonTarget",NA,"2006-2010",-73.1041,41.1774,156.3568317,"","",NA
"CTS06621-0527",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4912,41.9486,156.3568317,"","",NA
"CTS06621-0528",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.1534,41.8897,156.3568317,"","",NA
"CTS06621-0529",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.3006,41.3187,156.3568317,"","",NA
"CTS06621-0530",16204,"S16204_2006_2010","Steele Brook","CMPLTE","Target",2,"2006-2010",-73.1272,41.617,156.3568317,"Pass","",26.03333333
"CTS06621-0531",NA,"","","LowGrad","Target",NA,"2006-2010",-72.9861,41.7691,156.3568317,"","",NA
"CTS06621-0532",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7765,41.8457,156.3568317,"","",NA
"CTS06621-0533",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2581,41.5278,156.3568317,"","",NA
"CTS06621-0534",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3069,41.7125,156.3568317,"","",NA
"CTS06621-0535",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.18,41.8322,156.3568317,"","",NA
"CTS06621-0536",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.5251,41.6155,156.3568317,"","",NA
"CTS06621-0537",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.576,41.3399,156.3568317,"","",NA
"CTS06621-0538",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.4623,41.6685,156.3568317,"","",NA
"CTS06621-0539",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.7742,41.9815,156.3568317,"","",NA
"CTS06621-0540",NA,"","","Pond","NonTarget",NA,"2006-2010",-71.8604,41.7179,156.3568317,"","",NA
"CTS06621-0541",18864,"S18864_2006_2010","Quinnipiac River","CMPLTE","Target",2,"2006-2010",-72.8197,41.5088,156.3568317,"Fail","",57.875
"CTS06621-0542",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.4477,41.1546,156.3568317,"","",NA
"CTS06621-0543",NA,"","","NoWade","NonTarget",NA,"2006-2010",-71.9086,41.9214,156.3568317,"","",NA
"CTS06621-0544",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2261,41.8968,156.3568317,"","",NA
"CTS06621-0545",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.3718,41.2756,156.3568317,"","",NA
"CTS06621-0546",18270,"S18270_2006_2010","Wewaka Brook","CMPLTE","Target",2,"2006-2010",-73.3492,41.5014,156.3568317,"Pass","",NA
"CTS06621-0547",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.8803,41.7781,156.3568317,"","",NA
"CTS06621-0548",NA,"","","LowGrad","Target",NA,"2006-2010",-72.5489,41.9363,156.3568317,"","",NA
"CTS06621-0549",NA,"","","Tidal","NonTarget",NA,"2006-2010",-72.8109,41.2587,156.3568317,"","",NA
"CTS06621-0550",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3813,41.6485,156.3568317,"","",NA
"CTS06621-0551",15063,"S15063_2006_2010","Spruce Brook","CMPLTE","Target",2,"2006-2010",-73.1237,41.7536,156.3568317,"Pass","",25.025
"CTS06621-0552",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.5519,41.7194,156.3568317,"","",NA
"CTS06621-0553",16348,"S16348_2006_2010","Dowd Hollow Brook","CMPLTE","Target",2,"2006-2010",-72.6611,41.3508,156.3568317,"Pass","",9.8
"CTS06621-0554",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4831,41.3968,156.3568317,"","",NA
"CTS06621-0555",NA,"","","NoWade","NonTarget",NA,"2006-2010",-73.3726,41.9789,156.3568317,"","",NA
"CTS06621-0556",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8194,41.8209,156.3568317,"","",NA
"CTS06621-0557",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.5818,41.1239,156.3568317,"","",NA
"CTS06621-0558",16346,"S16346_2006_2010","Norwalk River","CMPLTE","Target",2,"2006-2010",-73.4172,41.1703,156.3568317,"Fail","",54.85
"CTS06621-0559",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-71.8649,41.8801,156.3568317,"","",NA
"CTS06621-0560",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.0438,41.6564,156.3568317,"","",NA
"CTS06621-0561",NA,"","","NoWade","NonTarget",NA,"2006-2010",-72.0755,41.4751,156.3568317,"","",NA
"CTS06621-0562",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4099,41.4538,156.3568317,"","",NA
"CTS06621-0563",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9126,41.7526,156.3568317,"","",NA
"CTS06621-0564",NA,"","","LowGrad","Target",NA,"2006-2010",-72.5897,41.8289,156.3568317,"","",NA
"CTS06621-0565",NA,"","","LowGrad","Target",NA,"2006-2010",-72.5518,41.5538,156.3568317,"","",NA
"CTS06621-0566",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.0024,41.4232,156.3568317,"","",NA
"CTS06621-0567",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.2429,41.8857,156.3568317,"","",NA
"CTS06621-0568",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.6633,41.6676,156.3568317,"","",NA
"CTS06621-0569",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.833,41.3953,156.3568317,"","",NA
"CTS06621-0570",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.1753,41.2673,156.3568317,"","",NA
"CTS06621-0571",16498,"S16498_2006_2010","BEEBE BROOK","CMPLTE","Target",2,"2006-2010",-73.4835,41.8435,156.3568317,"Pass","",NA
"CTS06621-0572",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.2825,41.6055,156.3568317,"","",NA
"CTS06621-0573",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.9113,41.5767,156.3568317,"","",NA
"CTS06621-0574",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.4309,41.3354,156.3568317,"","",NA
"CTS06621-0575",NA,"","","Pond","NonTarget",NA,"2006-2010",-72.0589,41.97,156.3568317,"","",NA
"CTS06621-0576",16609,"S16609_2006_2010","Denison Brook","CMPLTE","Target",2,"2006-2010",-71.8483,41.5549,156.3568317,"Pass","",11.1
"CTS06621-0577",NA,"","","Pond","NonTarget",NA,"2006-2010",-71.8698,41.4458,156.3568317,"","",NA
"CTS06621-0578",NA,"","","Pond","NonTarget",NA,"2006-2010",-73.1177,41.5813,156.3568317,"","",NA
"CTS06621-0579",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-73.3444,41.3404,156.3568317,"","",NA
"CTS06621-0580",NA,"","","NoWade","NonTarget",NA,"2006-2010",-72.5276,41.9814,156.3568317,"","",NA
"CTS06621-0581",NA,"","","LT1mi2","NonTarget",NA,"2006-2010",-72.4078,41.4723,156.3568317,"","",NA
"CTS06621-0582",14403,"S14403_2006_2010","Pomperaug River","CMPLTE","Target",2,"2006-2010",-73.2188,41.5491,156.3568317,"Pass","",23.55
"CTS06621-0583",18863,"S18863_2006_2010","Norfolk Brook","CMPLTE","Target",2,"2006-2010",-73.202,41.9881,156.3568317,"Pass","",19.75
"CTS06621-0584",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.4936,41.9369,156.3568317,"","",NA
"CTS06621-0585",NA,"","","NoWade","NonTarget",NA,"2011-2015",-72.5235,41.4937,156.3568317,"","",NA
"CTS06621-0586",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.1919,41.3384,156.3568317,"","",NA
"CTS06621-0587",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9642,41.8941,156.3568317,"","",NA
"CTS06621-0588",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9977,41.8343,156.3568317,"","",NA
"CTS06621-0589",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.8297,41.6006,156.3568317,"","",NA
"CTS06621-0590",15858,"S15858_2011_2015","Cricker Brook","CMPLTE","Target",3,"2011-2015",-73.2664,41.201,156.3568317,"Pass","BCG5",41.53333333
"CTS06621-0591",NA,"","","NoAcc","Target",NA,"2011-2015",-73.4042,41.827,156.3568317,"","",NA
"CTS06621-0592",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.3057,41.7792,156.3568317,"","",NA
"CTS06621-0593",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.2776,41.3534,156.3568317,"","",NA
"CTS06621-0594",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2633,41.5193,156.3568317,"","",NA
"CTS06621-0595",18877,"S18877_2011_2015","Leadmine Brook","CMPLTE","Target",3,"2011-2015",-73.0577,41.7211,156.3568317,"Pass","BCG3",47.85
"CTS06621-0596",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.6983,41.847,156.3568317,"","",NA
"CTS06621-0597",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.1738,41.4792,156.3568317,"","",NA
"CTS06621-0598",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.338,41.666,156.3568317,"","",NA
"CTS06621-0599",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.0866,41.8267,156.3568317,"","",NA
"CTS06621-0600",NA,"","","LowGrad","Target",NA,"2011-2015",-72.5649,41.6705,156.3568317,"","",NA
"CTS06621-0601",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.6998,41.2475,156.3568317,"","",NA
"CTS06621-0602",16524,"S16524_2011_2015","BOG HOLLOW BROOK","CMPLTE","Target",3,"2011-2015",-73.5078,41.7478,156.3568317,"","",10.4
"CTS06621-0603",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.849,41.9742,156.3568317,"","",NA
"CTS06621-0604",NA,"","","LowGrad","Target",NA,"2011-2015",-71.9892,41.6978,156.3568317,"","",NA
"CTS06621-0605",15413,"S15413_2011_2015","Belcher Brook","CMPLTE","Target",3,"2011-2015",-72.7574,41.6018,156.3568317,"Ambiguous","BCG4",47.85
"CTS06621-0606",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.5103,41.1157,156.3568317,"","",NA
"CTS06621-0607",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9836,41.8784,156.3568317,"","",NA
"CTS06621-0608",NA,"","","pond","NonTarget",NA,"2011-2015",-72.255,41.8543,156.3568317,"","",NA
"CTS06621-0609",NA,"","","Tidal","NonTarget",NA,"2011-2015",-71.9638,41.3821,156.3568317,"","",NA
"CTS06621-0610",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3536,41.525,156.3568317,"","",NA
"CTS06621-0611",NA,"","","Pond","NonTarget",NA,"2011-2015",-73.0389,41.8516,156.3568317,"","",NA
"CTS06621-0612",NA,"","","NoWade","NonTarget",NA,"2011-2015",-72.6197,41.9385,156.3568317,"","",NA
"CTS06621-0613",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.5227,41.5226,156.3568317,"","",NA
"CTS06621-0614",16599,"S16599_2011_2015","CROSS BROOK","CMPLTE","Target",3,"2011-2015",-73.3997,41.5937,156.3568317,"Pass","BCG2",39.25
"CTS06621-0615",16049,"S16049_2011_2015","Naugatuck River","CMPLTE","Target",3,"2011-2015",-73.1144,41.7464,156.3568317,"Fail","BCG5",110.6
"CTS06621-0616",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.533,41.7169,156.3568317,"","",NA
"CTS06621-0617",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.672,41.4087,156.3568317,"","",NA
"CTS06621-0618",NA,"","","Pond","NonTarget",NA,"2011-2015",-73.5179,41.5416,156.3568317,"","",NA
"CTS06621-0619",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3147,41.9323,156.3568317,"","",NA
"CTS06621-0620",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.2624,41.7146,156.3568317,"","",NA
"CTS06621-0621",NA,"","","Pond","NonTarget",NA,"2011-2015",-73.6797,41.1107,156.3568317,"","",NA
"CTS06621-0622",16583,"S16583_2011_2015","COMSTOCK BROOK","CMPLTE","Target",3,"2011-2015",-73.4632,41.215,156.3568317,"Pass","BCG3",37.6
"CTS06621-0623",17852,"S17852_2011_2015","Shady Oak School House Brook","CMPLTE","Target",3,"2011-2015",-71.8104,41.9004,156.3568317,"Ambiguous","BCG3",10.55
"CTS06621-0624",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.0816,41.5924,156.3568317,"","",NA
"CTS06621-0625",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.1574,41.4892,156.3568317,"","",NA
"CTS06621-0626",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3989,41.4238,156.3568317,"","",NA
"CTS06621-0627",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.8967,41.6966,156.3568317,"","",NA
"CTS06621-0628",NA,"","","lowgrad","Target",NA,"2011-2015",-72.3634,41.8623,156.3568317,"","",NA
"CTS06621-0629",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.5962,41.47,156.3568317,"","",NA
"CTS06621-0630",NA,"","","NoAcc","Target",NA,"2011-2015",-73.0213,41.4258,156.3568317,"","",NA
"CTS06621-0631",NA,"","","LowGrad","Target",NA,"2011-2015",-73.207,41.8304,156.3568317,"","",NA
"CTS06621-0632",NA,"","","LowGrad","Target",NA,"2011-2015",-72.6198,41.7458,156.3568317,"","",NA
"CTS06621-0633",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.7503,41.2914,156.3568317,"","",NA
"CTS06621-0634",18882,"S18882_2011_2015","Cemetery Pond Brook","CMPLTE","Target",3,"2011-2015",-73.1268,41.2528,156.3568317,"","BCG4",54.95
"CTS06621-0635",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.38,41.9138,156.3568317,"","",NA
"CTS06621-0636",17568,"S17568_2011_2015","Sherman Brook","CMPLTE","Target",3,"2011-2015",-72.3,41.5792,156.3568317,"Pass","BCG3",29.85
"CTS06621-0637",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9995,41.6136,156.3568317,"","",NA
"CTS06621-0638",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.36,41.1788,156.3568317,"","",NA
"CTS06621-0639",17295,"S17295_2011_2015","Bigelow Brook","CMPLTE","Target",3,"2011-2015",-72.1369,41.9143,156.3568317,"Pass","BCG3",24.38333333
"CTS06621-0640",15796,"S15796_2011_2015","PENDLETON HILL BROOK","CMPLTE","Target",3,"2011-2015",-71.836,41.4879,156.3568317,"Pass","BCG2",8.27
"CTS06621-0641",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.8626,41.4232,156.3568317,"","",NA
"CTS06621-0642",NA,"","","pond","NonTarget",NA,"2011-2015",-73.0359,41.6138,156.3568317,"","",NA
"CTS06621-0643",NA,"","","pond","NonTarget",NA,"2011-2015",-73.2988,41.3446,156.3568317,"","",NA
"CTS06621-0644",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.644,42.0034,156.3568317,"","",NA
"CTS06621-0645",NA,"","","pond","NonTarget",NA,"2011-2015",-72.3803,41.5046,156.3568317,"","",NA
"CTS06621-0646",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.1672,41.6516,156.3568317,"","",NA
"CTS06621-0647",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2496,42.0019,156.3568317,"","",NA
"CTS06621-0648",16440,"S16440_2011_2015","Fawn Brook","CMPLTE","Target",3,"2011-2015",-72.3993,41.6483,156.3568317,"Pass","BCG2",15.8
"CTS06621-0649",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.4897,41.431,156.3568317,"","",NA
"CTS06621-0650",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.1154,41.3551,156.3568317,"","",NA
"CTS06621-0651",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9285,41.9383,156.3568317,"","",NA
"CTS06621-0652",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9696,41.7934,156.3568317,"","",NA
"CTS06621-0653",NA,"","","LowGrad","Target",NA,"2011-2015",-72.6957,41.5262,156.3568317,"","",NA
"CTS06621-0654",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4612,41.0757,156.3568317,"","",NA
"CTS06621-0655",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.459,41.7721,156.3568317,"","",NA
"CTS06621-0656",15176,"S15176_2011_2015","Natchaug River","CMPLTE","Target",3,"2011-2015",-72.1511,41.758,156.3568317,"Pass","BCG4",18.96
"CTS06621-0657",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.4051,41.32,156.3568317,"","",NA
"CTS06621-0658",14404,"S14404_2011_2015","Pomperaug River","CMPLTE","Target",3,"2011-2015",-73.2551,41.4608,156.3568317,"Pass","BCG5",47.88571429
"CTS06621-0659",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9898,41.7251,156.3568317,"","",NA
"CTS06621-0660",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.7401,41.9266,156.3568317,"","",NA
"CTS06621-0661",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.302,41.3701,156.3568317,"","",NA
"CTS06621-0662",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3016,41.6508,156.3568317,"","",NA
"CTS06621-0663",18883,"S18883_2011_2015","East Branch Naugatuck River","CMPLTE","Target",3,"2011-2015",-73.1363,41.8773,156.3568317,"Pass","BCG3",20.25
"CTS06621-0664",NA,"","","Pond","NonTarget",NA,"2011-2015",-72.4757,41.6931,156.3568317,"","",NA
"CTS06621-0665",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.6557,41.3213,156.3568317,"","",NA
"CTS06621-0666",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.4701,41.6799,156.3568317,"","",NA
"CTS06621-0667",16258,"S16258_2011_2015","West Branch Farmington River","CMPLTE","Target",3,"2011-2015",-73.0184,41.9692,156.3568317,"Pass","BCG3",17.3
"CTS06621-0668",NA,"","","pond","NonTarget",NA,"2011-2015",-72.0268,41.7467,156.3568317,"","",NA
"CTS06621-0669",NA,"","","lowgrad","Target",NA,"2011-2015",-72.697,41.6102,156.3568317,"","",NA
"CTS06621-0670",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.5233,41.1739,156.3568317,"","",NA
"CTS06621-0671",17565,"S17565_2011_2015","Long Branch Brook","CMPLTE","Target",3,"2011-2015",-71.8695,42.0133,156.3568317,"Pass","BCG4",65.56666667
"CTS06621-0672",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9138,41.6208,156.3568317,"","",NA
"CTS06621-0673",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9342,41.4645,156.3568317,"","",NA
"CTS06621-0674",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.2531,41.3483,156.3568317,"","",NA
"CTS06621-0675",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9751,41.8404,156.3568317,"","",NA
"CTS06621-0676",NA,"","","LowGrad","Target",NA,"2011-2015",-72.613,41.8651,156.3568317,"","",NA
"CTS06621-0677",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.4513,41.5451,156.3568317,"","",NA
"CTS06621-0678",NA,"","","Pond","NonTarget",NA,"2011-2015",-73.0597,41.396,156.3568317,"","",NA
"CTS06621-0679",NA,"","","Pond","NonTarget",NA,"2011-2015",-73.2932,41.7405,156.3568317,"","",NA
"CTS06621-0680",16221,"S16221_2011_2015","Farmington River","CMPLTE","Target",3,"2011-2015",-72.8513,41.7247,156.3568317,"Pass","BCG5",23.9
"CTS06621-0681",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.9562,41.3716,156.3568317,"","",NA
"CTS06621-0682",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.192,41.3033,156.3568317,"","",NA
"CTS06621-0683",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.3634,42.0196,156.3568317,"","",NA
"CTS06621-0684",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.1171,41.6368,156.3568317,"","",NA
"CTS06621-0685",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.6733,41.0886,156.3568317,"","",NA
"CTS06621-0686",14553,"S14553_2011_2015","Norwalk River","CMPLTE","Target",3,"2011-2015",-73.4378,41.2612,156.3568317,"Fail","BCG5",76.025
"CTS06621-0687",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.1462,42.0239,156.3568317,"","",NA
"CTS06621-0688",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-71.9289,41.4904,156.3568317,"","",NA
"CTS06621-0689",NA,"","","Tidal","NonTarget",NA,"2011-2015",-72.0964,41.406,156.3568317,"","",NA
"CTS06621-0690",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-73.1943,41.5822,156.3568317,"","",NA
"CTS06621-0691",NA,"","","LowGrad","Target",NA,"2011-2015",-73.0666,41.9098,156.3568317,"","",NA
"CTS06621-0692",18158,"S18158_2011_2015","Lydall Brook","CMPLTE","Target",3,"2011-2015",-72.4982,41.7981,156.3568317,"","",46.8
"CTS06621-0693",NA,"","","LT1mi2","NonTarget",NA,"2011-2015",-72.6428,41.4707,156.3568317,"","",NA
