ProjectIdentifier,staSeq,locationName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityTime,ActivityTimeZoneCodetimezone,ActivityRelativeDepthName,ActivityTopDepthMeasureValue,ActivityTopDepthMeasureUnitCode,ActivityBottomDepthMeasureValue,ActivityBottomDepthMeasureUnitCode,SampleCollectionMethodIdentifier,SampleCollectionEquipmentName,SampleCollectionEquipmentCommentText,ActivityConductingOrganizationText,ActivityCommentText,LaboratoryName,ActivityYlat,ActivityXlong,ActivityhorizCollectMethod,ActivityhorizRefDatum,LabAccession,CharacteristicName,MethodSpeciationName,ResultDetectionConditionText,ResultMeasureValue,ResultMeasureUnitCode,ResultValueTypeName,ResultSampleFractionText,ResultStatusIdentifier,ResultAnalyticalMethodIdentifier,ResultAnalyticalMethodContext,AnalysisStartDate,DetectionQuantitationTypeName,DetectionQuantitationLimitMeasureValue,DetectionLimitMeasureUnitCode,ResultComment,rstLastUpdateDate,actLastUpdateDate
beachCyano,18717,"Squantz Pond",18717-SR-20160802-113500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-02,11:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160270-005,Chloride,None,NULL,25.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-10,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20160816-113000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-16,11:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160302-004,Chloride,None,NULL,25.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-24,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20160823-122000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-23,12:20:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160313-007,Chloride,None,NULL,25,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-29,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20160830-123000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-30,12:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160332-007,Chloride,None,NULL,25.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-09-07,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20170720-122500-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2017-07-20,12:25:00,EDT,Surface,1.00,m,1.00,m,grabSampleCyanotoxin,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170177-007,Chloride,None,NULL,24.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-03,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20170810-120000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2017-08-10,12:00:00,EDT,Surface,1.00,m,1.00,m,grabSampleCyanotoxin,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170208-005,Chloride,None,NULL,24.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-17,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20170817-120000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2017-08-17,12:00:00,EDT,Surface,1.00,m,1.00,m,grabSampleCyanotoxin,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170230-006,Chloride,None,NULL,25.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-31,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20170824-110000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2017-08-24,11:00:00,EDT,Surface,1.00,m,1.00,m,grabSampleCyanotoxin,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170230-011,Chloride,None,NULL,25.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-31,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20180710-121500-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2018-07-10,12:15:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180191-007,Chloride,None,NULL,28.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-14,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20180724-130000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2018-07-24,13:00:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180247-007,Chloride,None,NULL,31.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-22,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20190723-124000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2019-07-23,12:40:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190272-007,Chloride,None,NULL,22.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-08-05,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18717,"Squantz Pond",18717-SR-20190806-114500-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2019-08-06,11:45:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190299-003,Chloride,None,NULL,22.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-08-16,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20160706-123000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-07-06,12:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160216-006,Chloride,None,NULL,20.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-21,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20160712-105800-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-07-12,10:58:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160216-010,Chloride,None,NULL,20.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-21,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20160719-115500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-07-19,11:55:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160235-004,Chloride,None,NULL,21.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-26,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20160726-115500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-07-26,11:55:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160248-007,Chloride,None,NULL,21.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-01,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20160816-113000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-16,11:30:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160302-007,Chloride,None,NULL,20.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-24,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20170720-111000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2017-07-20,11:10:00,EDT,Surface,1.00,m,1.00,m,grabSampleCyanotoxin,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170177-003,Chloride,None,NULL,19.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-03,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20170810-110000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2017-08-10,11:00:00,EDT,Surface,1.00,m,1.00,m,grabSampleCyanotoxin,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170208-001,Chloride,None,NULL,19.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-17,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20170817-110000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2017-08-17,11:00:00,EDT,Surface,1.00,m,1.00,m,grabSampleCyanotoxin,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170230-002,Chloride,None,NULL,20,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-31,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20170824-111500-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2017-08-24,11:15:00,EDT,Surface,1.00,m,1.00,m,grabSampleCyanotoxin,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170230-013,Chloride,None,NULL,20.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-31,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20180717-114500-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2018-07-17,11:45:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180191-010,Chloride,None,NULL,21.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-14,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20180724-112000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2018-07-24,11:20:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180247-003,Chloride,None,NULL,20.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-22,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20180807-120000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2018-08-07,12:00:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180247-020,Chloride,None,NULL,24.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-22,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20180814-115500-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2018-08-14,11:55:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180247-027,Chloride,None,NULL,127,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-22,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20180821-113000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2018-08-21,11:30:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180276-003,Chloride,None,NULL,21.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-09-04,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20180828-113000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2018-08-28,11:30:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180276-013,Chloride,None,NULL,21.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-09-04,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20190618-121000-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2019-06-18,12:10:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190180-004,Chloride,None,NULL,17.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-06-25,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20190709-112500-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2019-07-09,11:25:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190218-010,Chloride,None,NULL,17.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-07-16,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
beachCyano,18718,"Gardner Lake",18718-SR-20190806-114500-CHEM-1.0m,Sample-Routine,Water,"Surface Water",2019-08-06,11:45:00,EDT,Surface,1.00,m,1.00,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190299-004,Chloride,None,NULL,17.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-08-16,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:33:35"
benthicAlgABM,18795,"Mattabesset River",18795-QCFR-20220623-105000-CHEM-0.1m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2022-06-23,10:50:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,220167-004,Chloride,None,NULL,29.7,ppm,Actual,Total,Final,300.0,USEPA,2022-09-07,"Method Detection Level",0.2,ppm,"* Result analyzed outside holding time due to equipment supply chain delay. ","2023-11-05 08:23:49","2022-09-19 17:44:27"
fishABM,18795,"Mattabesset River",18795-SR-20220715-111000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2022-07-15,11:10:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle",NULL,ctdeepWplrAbm,"Associated with fish sample 2022006",CESE,NULL,NULL,NULL,NULL,220225-002,Chloride,None,NULL,50.3,ppm,Actual,Total,Final,300.0,USEPA,2022-09-15,"Method Detection Level",0.2,ppm,NULL,"2023-11-05 08:23:49","2023-01-04 12:59:27"
macroInvertABM,18795,"Mattabesset River",18795-SR-20221013-1045-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2022-10-13,10:45:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,"22-B-023,22-B-024",CESE,41.624210,-72.786690,GPS-Unspecified,WGS84,220335-006,Chloride,None,NULL,41,ppm,Actual,Total,Final,300.0,USEPA,2022-10-26,"Method Detection Level",0.2,ppm,NULL,"2023-12-07 14:53:11","2022-12-16 08:49:38"
miscABM,18818,"Hedge Brook",18818-SR-20190807-105200-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-08-07,10:52:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190300-003,Chloride,None,NULL,3.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-08-16,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,18818,"Hedge Brook",18818-QCFR-20191022-102500-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2019-10-22,10:25:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190484-003,Chloride,None,NULL,4,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-11-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,18818,"Hedge Brook",18818-SR-20191022-102500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-10-22,10:25:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190484-002,Chloride,None,NULL,3.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-11-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,18821,"Baker Brook (East branch headwaters)",18821-SR-20180713-132000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2018-07-13,13:20:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180190-010,Chloride,None,NULL,93.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-13,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
TMDL,18834,"Muddy River",18834-SR-20200921-113000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2020-09-21,11:30:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,"CESE General Chemistry",CESE,NULL,NULL,NULL,NULL,200273-011,Chloride,None,NULL,39.9,ppm,Actual,Total,Final,300.0,USEPA,2020-09-30,"Method Detection Level",0.2,ppm,NULL,"2022-12-28 16:40:09","2021-10-27 11:29:48"
TMDL,18834,"Muddy River",18834-SR-20200923-114500-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2020-09-23,11:45:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","HDPE Bottle",ctdeepWplrAbm,"CESE General Chemistry",CESE,NULL,NULL,NULL,NULL,200274-011,Chloride,None,NULL,39.6,ppm,Actual,Total,Final,300.0,USEPA,2020-09-30,"Method Detection Level",0.2,ppm,*,"2022-12-28 16:40:09","2021-10-27 11:29:48"
macroInvertABM,18867,"Blackledge River",18867-QCFR-20160930-102000-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2016-09-30,10:20:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160365-004,Chloride,None,NULL,25.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-06,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,18871,"Moodus River",18871-SR-20161024-105600-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-24,10:56:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160390-002,Chloride,None,NULL,39.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-11-02,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,18881,"Bantam River",18881-SR-20160617-121000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-06-17,12:10:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160195-008,Chloride,None,NULL,32.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-07,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,18921,"Shepaug River, Unnamed Tributary to",18921-SR-20190711-103200-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-07-11,10:32:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190242-006,Chloride,None,NULL,44.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-07-25,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,18921,"Shepaug River, Unnamed Tributary to",18921-SR-20190726-131500-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2019-07-26,13:15:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190273-011,Chloride,None,NULL,53.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-08-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,18921,"Shepaug River, Unnamed Tributary to",18921-SR-20191001-101800-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-10-01,10:18:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190411-005,Chloride,None,NULL,48.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-10-11,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18929,"Beachdale Pond",18929-SR-20190801-133000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2019-08-01,13:30:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"BDP-1AB, Integrated Sample 0-2m",CESE,NULL,NULL,NULL,NULL,190284-004,Chloride,None,NULL,12.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-08-06,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18934,"Pataganset Lake (East Lyme)",18934-SR-20160503-104000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2016-05-03,10:40:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"PL-1AB, Integrated Sample 0-2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160124-004,Chloride,None,NULL,24.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-05-19,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18934,"Pataganset Lake (East Lyme)",18934-SR-20160503-105000-CHEM-4.5m,Sample-Routine,Water,"Surface Water",2016-05-03,10:50:00,EDT,Midwater,4.50,m,4.50,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"PL-1C Sample at Depth 4.5M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160124-005,Chloride,None,NULL,24.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-05-19,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18934,"Pataganset Lake (East Lyme)",18934-SR-20160503-110000-CHEM-9.0m,Sample-Routine,Water,"Surface Water",2016-05-03,11:00:00,EDT,"Near Bottom",9.00,m,9.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"PL-1D Sample at Depth 9M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160124-006,Chloride,None,NULL,24,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-05-19,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18947,"Lake Waramaug",18947-SR-20160526-134000-CHEM-6.0m,Sample-Routine,Water,"Surface Water",2016-05-26,13:40:00,EDT,Midwater,6.00,m,6.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"WAR-1C Sample at Depth 6M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160170-008,Chloride,None,NULL,25.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
