SITEID,STA_SEQ,ID,Station_Name,EVALSTATUS,TNT,SurveyID,SurveyName,XlongDD,YlatDD,WGT,ALK,NH3,CA,Chloride,Nitrate,Nitrate_Nitrite,Nitrite,OrthoP,TN,TP,TS,TSS,MMI,BugAssess,LeastDisturbed,DiatomH,DiatomL,DiatomI,BugBCG,FishBCG
CTS06621-0318,,,,Pond,NonTarget,,2006-2010,-73.4739,41.3136,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0319,,,,Pond,NonTarget,,2006-2010,-72.2079,41.9354,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0320,,,,Pond,NonTarget,,2006-2010,-71.8027,41.691,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0321,,,,LT1mi2,NonTarget,,2006-2010,-71.9109,41.442,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0322,,,,LT1mi2,NonTarget,,2006-2010,-73.1591,41.573,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0323,16344,S16344_2006_2010,Aspetuck River,CMPLTE,Target,2,2006-2010,-73.3296,41.2991,156.3568317,30.5,0.017,10950,16,0.0415,0.043,0.003,0.006,0.2995,0.029,97,4,,Pass,1,,,,,BCG3
CTS06621-0324,,,,LT1mi2,NonTarget,,2006-2010,-72.5356,42.0335,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0325,,,,LT1mi2,NonTarget,,2006-2010,-72.4328,41.4441,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0326,,,,LowGrad,Target,,2006-2010,-73.1959,41.5677,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0327,,,,LT1mi2,NonTarget,,2006-2010,-73.1723,41.9821,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0328,16284,S16284_2006_2010,Skungamaug River,CMPLTE,Target,2,2006-2010,-72.3561,41.7813,156.3568317,16.5,0.0185,9045,36.8,0.1765,0.1795,0.0035,0.003,0.4,0.0225,181,5.5,,Pass,,,,,,BCG3
CTS06621-0329,,,,LT1mi2,NonTarget,,2006-2010,-72.5513,41.4205,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0330,,,,LT1mi2,NonTarget,,2006-2010,-73.2149,41.3845,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0331,15794,S15794_2006_2010,West Branch Farmington River,CMPLTE,Target,2,2006-2010,-72.9612,41.8719,156.3568317,14.66666667,0.011,5556.666667,16.8,0.0753,0.0783,0.004,0.00733,0.274666667,0.0153,75.33333333,2.333333333,,Pass,,,,,,
CTS06621-0332,,,,NoWade,NonTarget,,2006-2010,-71.9272,41.8529,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0333,,,,LT1mi2,NonTarget,,2006-2010,-72.8186,41.5669,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0334,,,,LT1mi2,NonTarget,,2006-2010,-73.2234,41.1799,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0335,,,,LT1mi2,NonTarget,,2006-2010,-73.4144,41.8132,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0336,,,,LowGrad,Target,,2006-2010,-72.2816,41.8092,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0337,,,,Tidal,NonTarget,,2006-2010,-72.3334,41.2869,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0338,,,,LT1mi2,NonTarget,,2006-2010,-73.2717,41.4887,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0339,,,,LT1mi2,NonTarget,,2006-2010,-73.1101,41.7281,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0340,,,,LT1mi2,NonTarget,,2006-2010,-72.7857,41.8951,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0341,,,,Pond,NonTarget,,2006-2010,-72.263,41.4944,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0342,16332,S16332_2006_2010,East Aspetuck River,CMPLTE,Target,2,2006-2010,-73.3785,41.6546,156.3568317,32.5,0.026,10095,22.8,0.178,0.1815,0.0035,0.01,0.4695,0.0145,95,2,,Fail,,,,,,BCG3
CTS06621-0343,,,,LT1mi2,NonTarget,,2006-2010,-73.122,41.8701,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0344,,,,LT1mi2,NonTarget,,2006-2010,-72.5908,41.6862,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0345,,,,LT1mi2,NonTarget,,2006-2010,-72.7048,41.338,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0346,,,,LowGrad,Target,,2006-2010,-73.4326,41.6344,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0347,15499,S15499_2006_2010,West Branch Salmon Brook,CMPLTE,Target,2,2006-2010,-72.8369,41.9432,156.3568317,10.5,0.0135,4210,18.75,0.124,0.1245,0.003,0.004,0.25,0.01,69,3,,Pass,1,,,,,BCG3
CTS06621-0348,,,,LT1mi2,NonTarget,,2006-2010,-72.0404,41.7095,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0349,,,,LT1mi2,NonTarget,,2006-2010,-72.9131,41.4948,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0350,,,,habitat,Target,,2006-2010,-73.5332,41.1467,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0351,,,,LT1mi2,NonTarget,,2006-2010,-71.9672,41.9083,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0352,,,,LT1mi2,NonTarget,,2006-2010,-72.16,41.8995,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0353,,,,Tidal,NonTarget,,2006-2010,-72.2182,41.3137,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0354,,,,LT1mi2,NonTarget,,2006-2010,-73.3842,41.4935,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0355,,,,LT1mi2,NonTarget,,2006-2010,-73.0548,41.8182,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0356,,,,NoWade,NonTarget,,2006-2010,-72.6229,41.9097,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0357,14396,S14396_2006_2010,Pine Brook,CMPLTE,Target,2,2006-2010,-72.496,41.5091,156.3568317,10,0.00867,5946.666667,19.73333333,0.171333333,0.175333333,0.00533,0.00467,0.342,0.011,80,3.666666667,,Pass,,,,,,BCG3
CTS06621-0358,,,,LT1mi2,NonTarget,,2006-2010,-73.3764,41.5994,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0359,,,,LT1mi2,NonTarget,,2006-2010,-73.1623,41.7361,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0360,,,,Pond,NonTarget,,2006-2010,-72.5445,41.7816,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0361,,,,Pond,NonTarget,,2006-2010,-72.5821,41.4077,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0362,,,,LT1mi2,NonTarget,,2006-2010,-73.4978,41.577,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0363,,,,LT1mi2,NonTarget,,2006-2010,-73.2877,41.9917,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0364,,,,LT1mi2,NonTarget,,2006-2010,-72.2703,41.6958,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0365,,,,LT1mi2,NonTarget,,2006-2010,-73.6465,41.0449,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0366,,,,LT1mi2,NonTarget,,2006-2010,-73.5115,41.2771,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0367,,,,LT1mi2,NonTarget,,2006-2010,-71.809,41.8436,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0368,,,,Pond,NonTarget,,2006-2010,-72.0467,41.5957,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0369,16297,S16297_2006_2010,Stony Brook,CMPLTE,Target,2,2006-2010,-72.1318,41.489,156.3568317,10,0.013,4080,9.1,0.0815,0.0815,0.003,0.0035,0.1955,0.0095,52,8.5,,Pass,1,,,,,
CTS06621-0370,,,,LT1mi2,NonTarget,,2006-2010,-73.3711,41.4257,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0371,16318,S16318_2006_2010,Pequabuck River,CMPLTE,Target,2,2006-2010,-72.9081,41.674,156.3568317,32.75,0.043,16975,64.475,1.817,1.82375,0.00675,0.5285,2.5025,0.589,251,3,,Fail,,,,,,
CTS06621-0372,,,,LT1mi2,NonTarget,,2006-2010,-72.4164,41.8799,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0373,,,,LT1mi2,NonTarget,,2006-2010,-72.5827,41.5989,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0374,14332,S14332_2006_2010,Naugatuck River,CMPLTE,Target,2,2006-2010,-73.0526,41.4986,156.3568317,33,0.027,17000,57.1,0.753,0.76,0.007,0.74,1.239,0.854,198,2,,Fail,,,,,,
CTS06621-0375,,,,LT1mi2,NonTarget,,2006-2010,-73.2697,41.8245,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0376,,,,NoWade,NonTarget,,2006-2010,-72.6192,41.712,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0377,,,,LT1mi2,NonTarget,,2006-2010,-72.758,41.3594,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0378,,,,habitat,Target,,2006-2010,-73.116,41.2766,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0379,,,,LT1mi2,NonTarget,,2006-2010,-73.375,41.9314,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0380,,,,LT1mi2,NonTarget,,2006-2010,-72.3241,41.5562,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0381,,,,LT1mi2,NonTarget,,2006-2010,-72.9851,41.6092,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0382,16340,S16340_2006_2010,Saugatuck River,CMPLTE,Target,2,2006-2010,-73.4229,41.322,156.3568317,71.5,0.016,24500,25.9,0.075,0.075,0.003,0.008,0.3345,0.021,160,7.5,,Pass,,,,,,BCG3
CTS06621-0383,,,,LT1mi2,NonTarget,,2006-2010,-72.1148,41.9357,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0384,,,,LT1mi2,NonTarget,,2006-2010,-71.8732,41.4949,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0385,16294,S16294_2006_2010,Shunock River,CMPLTE,Target,2,2006-2010,-71.8544,41.4196,156.3568317,18,0.014,9080,15,0.2815,0.283,0.003,0.0075,0.5,0.023,119,2.5,,Pass,,,,,,
CTS06621-0386,,,,LT1mi2,NonTarget,,2006-2010,-73.0827,41.6102,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0387,,,,LT1mi2,NonTarget,,2006-2010,-73.3127,41.2765,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0388,,,,LT1mi2,NonTarget,,2006-2010,-72.6113,42.0157,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0389,,,,LT1mi2,NonTarget,,2006-2010,-72.3208,41.5187,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0390,16334,S16334_2006_2010,Nonewaug River,CMPLTE,Target,2,2006-2010,-73.1593,41.6255,156.3568317,21,0.019,7435,17.95,0.158,0.159,0.003,0.0035,0.396,0.027,91,9.5,,Pass,,,,,,BCG5
CTS06621-0391,,,,LT1mi2,NonTarget,,2006-2010,-73.2222,41.9903,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0392,,,,LT1mi2,NonTarget,,2006-2010,-72.4786,41.9088,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0393,,,,LT1mi2,NonTarget,,2006-2010,-72.4608,41.4094,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0394,,,,LT1mi2,NonTarget,,2006-2010,-73.1514,41.3672,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0395,,,,LT1mi2,NonTarget,,2006-2010,-73.0194,41.8993,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0396,,,,LT1mi2,NonTarget,,2006-2010,-72.0033,41.8169,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0397,,,,LT1mi2,NonTarget,,2006-2010,-72.8125,41.6408,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0398,,,,Pond,NonTarget,,2006-2010,-73.1717,41.2014,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0399,,,,LT1mi2,NonTarget,,2006-2010,-73.3654,41.7544,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0400,,,,LT1mi2,NonTarget,,2006-2010,-72.2181,41.8063,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0401,,,,Pond,NonTarget,,2006-2010,-72.4337,41.3477,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0402,16333,S16333_2006_2010,Bullet Hill Brook,CMPLTE,Target,2,2006-2010,-73.2205,41.4826,156.3568317,60.5,0.016,28200,59.6,1.1245,1.1255,0.003,0.008,1.3875,0.013,269,2,,Pass,,,,,,
CTS06621-0403,,,,LT1mi2,NonTarget,,2006-2010,-73.0101,41.695,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0404,,,,LT1mi2,NonTarget,,2006-2010,-72.706,41.9173,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0405,,,,LT1mi2,NonTarget,,2006-2010,-72.3092,41.3978,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0406,,,,LT1mi2,NonTarget,,2006-2010,-73.3176,41.6881,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0407,16338,S16338_2006_2010,West Branch Naugatuck River,CMPLTE,Target,2,2006-2010,-73.1602,41.8561,156.3568317,18.5,0.0205,5520,11,0.024,0.0245,0.003,0.008,0.191,0.0115,64,2,,Pass,1,,,,,
CTS06621-0408,,,,LT1mi2,NonTarget,,2006-2010,-72.5952,41.6244,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0409,,,,LowGrad,Target,,2006-2010,-72.6735,41.3108,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0410,,,,LT1mi2,NonTarget,,2006-2010,-73.4609,41.7534,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0411,,,,Pond,NonTarget,,2006-2010,-72.9917,42.0213,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0412,,,,LT1mi2,NonTarget,,2006-2010,-72.0618,41.7672,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0413,,,,LT1mi2,NonTarget,,2006-2010,-72.6781,41.5818,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0414,,,,LT1mi2,NonTarget,,2006-2010,-73.4984,41.1222,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0415,,,,Pond,NonTarget,,2006-2010,-71.7989,41.9317,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0416,14598,S14598_2006_2010,Quinebaug River,CMPLTE,Target,2,2006-2010,-71.9847,41.5983,156.3568317,24.5,0.0455,13325,40.75,0.35,0.358,0.008,0.01075,0.7575,0.03775,143.5,4.75,,Pass,,,,,,
CTS06621-0417,,,,Tidal,NonTarget,,2006-2010,-72.0832,41.3301,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0418,,,,LT1mi2,NonTarget,,2006-2010,-73.2688,41.3873,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0419,,,,LT1mi2,NonTarget,,2006-2010,-72.9541,41.8548,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0420,,,,LT1mi2,NonTarget,,2006-2010,-72.607,41.8871,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0421,,,,LT1mi2,NonTarget,,2006-2010,-72.4273,41.5464,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0422,,,,LowGrad,Target,,2006-2010,-73.0133,41.3876,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0423,,,,LT1mi2,NonTarget,,2006-2010,-73.3244,41.7837,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0424,,,,LowGrad,Target,,2006-2010,-72.847,41.713,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0425,,,,Pond,NonTarget,,2006-2010,-72.9677,41.3506,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0426,,,,LT1mi2,NonTarget,,2006-2010,-73.2127,41.3266,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0427,,,,LowGrad,Target,,2006-2010,-73.3378,41.9544,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0428,,,,LT1mi2,NonTarget,,2006-2010,-72.3484,41.6597,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0429,,,,LT1mi2,NonTarget,,2006-2010,-73.6702,41.0679,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0430,,,,LT1mi2,NonTarget,,2006-2010,-73.4514,41.2391,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0431,,,,Pond,NonTarget,,2006-2010,-72.0555,42.0029,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0432,,,,LT1mi2,NonTarget,,2006-2010,-71.9112,41.5043,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0433,,,,Tidal,NonTarget,,2006-2010,-72.0883,41.3699,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0434,,,,LT1mi2,NonTarget,,2006-2010,-73.4701,41.4016,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0435,,,,Pond,NonTarget,,2006-2010,-73.0994,41.9042,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0436,14584,S14584_2006_2010,Roaring Brook,CMPLTE,Target,2,2006-2010,-72.2845,41.9054,156.3568317,14.66666667,0.0127,6843.333333,27.36666667,0.223333333,0.224666667,0.003,0.006,0.354333333,0.0153,114,3.666666667,,Pass,1,,,,,BCG5
CTS06621-0437,,,,LT1mi2,NonTarget,,2006-2010,-72.6412,41.4521,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0438,,,,LT1mi2,NonTarget,,2006-2010,-73.1462,41.4971,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0439,,,,LT1mi2,NonTarget,,2006-2010,-73.2645,41.889,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0440,,,,LowGrad,Target,,2006-2010,-72.6101,41.7761,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0441,,,,LowGrad,Target,,2006-2010,-72.8117,41.3444,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0442,,,,LT1mi2,NonTarget,,2006-2010,-73.0697,41.2749,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0443,,,,LT1mi2,NonTarget,,2006-2010,-73.3533,41.8922,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0444,15543,S15543_2006_2010,Pease Brook,CMPLTE,Target,2,2006-2010,-72.1929,41.5968,156.3568317,35.33333333,0.0123,18933.33333,12.9,0.519666667,0.671,0.00333,0.00833,0.749,0.022,119.3333333,2.666666667,,Pass,,,,,,BCG3
CTS06621-0445,16319,S16319_2006_2010,Pequabuck River,CMPLTE,Target,2,2006-2010,-72.9774,41.6708,156.3568317,29,0.0215,15125,71.675,3.149,1.75,0.006,0.8295,3.222,0.87425,221,3.25,,Fail,,,,,,BCG4
CTS06621-0446,,,,LT1mi2,NonTarget,,2006-2010,-73.3358,41.2563,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0447,,,,Pond,NonTarget,,2006-2010,-72.4049,42.0121,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0448,16293,S16293_2006_2010,Green Fall River,CMPLTE,Target,2,2006-2010,-71.8159,41.4816,156.3568317,5.5,0.0075,2315,5.05,0.0935,0.176,0.003,0.0035,0.2645,0.014,45,12,,Pass,1,,,,,BCG2
CTS06621-0449,,,,LowGrad,Target,,2006-2010,-71.8014,41.4497,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0450,,,,NoAcc,Target,,2006-2010,-73.1326,41.6585,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0451,,,,Tidal,NonTarget,,2006-2010,-73.2481,41.1283,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0452,,,,LT1mi2,NonTarget,,2006-2010,-72.732,41.8879,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0453,,,,LT1mi2,NonTarget,,2006-2010,-72.3039,41.4888,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0454,,,,LT1mi2,NonTarget,,2006-2010,-73.1527,41.6612,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0455,,,,NoAcc,Target,,2006-2010,-73.0379,42.0268,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0456,,,,LT1mi2,NonTarget,,2006-2010,-72.4806,41.5966,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0457,,,,LT1mi2,NonTarget,,2006-2010,-72.4899,41.335,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0458,16330,S16330_2006_2010,Naromiyocknowhusunkatankshunk Brook (FKA Morrisey),CMPLTE,Target,2,2006-2010,-73.49,41.5996,156.3568317,125,0.02775,40100,25.75,0.23125,0.238,0.007,0.1175,0.35825,0.014,226,35.5,,Pass,,,,,,BCG3
CTS06621-0459,15680,S15680_2006_2010,Beaver Brook,CMPLTE,Target,2,2006-2010,-72.9888,41.9379,156.3568317,5,0.008,2860,7.8,0.015,0.015,0.003,0.004,0.2,0.017,56,13,,Pass,1,,,,,
CTS06621-0460,,,,LowGrad,Target,,2006-2010,-71.9234,41.7278,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0461,16325,S16325_2006_2010,Willow Brook,CMPLTE,Target,2,2006-2010,-72.7707,41.5425,156.3568317,101.25,0.01525,44525,81.9,0.463,0.553,0.00575,0.011,0.777,0.04025,424,25,,Fail,,,,,,BCG4
CTS06621-0462,,,,habitat,Target,,2006-2010,-73.5585,41.1057,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0463,,,,LowGrad,Target,,2006-2010,-71.9373,41.889,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0464,,,,LT1mi2,NonTarget,,2006-2010,-72.1295,41.7425,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0465,,,,NoWade,NonTarget,,2006-2010,-72.3687,41.3408,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0466,,,,Pond,NonTarget,,2006-2010,-73.2185,41.5049,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0467,16341,S16341_2006_2010,Nod Brook,CMPLTE,Target,2,2006-2010,-72.8667,41.8286,156.3568317,41,0.026,16550,27.9,0.3745,0.09,0.0105,0.018,1.0575,0.0375,162,8.5,,Pass,,,,,,BCG5
CTS06621-0468,,,,LT1mi2,NonTarget,,2006-2010,-72.7303,41.9775,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0469,,,,LT1mi2,NonTarget,,2006-2010,-72.2635,41.4204,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0470,,,,LT1mi2,NonTarget,,2006-2010,-73.2803,41.6149,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0471,,,,LT1mi2,NonTarget,,2006-2010,-73.2346,41.7234,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0472,,,,LT1mi2,NonTarget,,2006-2010,-72.4221,41.7457,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0473,,,,Tidal,NonTarget,,2006-2010,-72.4936,41.289,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0474,,,,LT1mi2,NonTarget,,2006-2010,-73.3994,41.701,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0475,,,,LT1mi2,NonTarget,,2006-2010,-72.9102,41.9862,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0476,,,,Pond,NonTarget,,2006-2010,-71.8863,41.7986,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0477,,,,LT1mi2,NonTarget,,2006-2010,-72.7397,41.5613,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0478,,,,Pond,NonTarget,,2006-2010,-73.3655,41.1502,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0479,,,,NoAcc,Target,,2006-2010,-71.9931,41.9842,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0480,16932,S16932_2006_2010,Old Stone Mill Brook,CMPLTE,Target,2,2006-2010,-72.0268,41.6352,156.3568317,11,0.007,5455,7.45,0.1315,0.2315,0.0035,0.00575,0.374,0.03575,82,16.75,,Pass,1,,,,,BCG3
CTS06621-0481,,,,LowGrad,Target,,2006-2010,-72.012,41.4956,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0482,,,,LT1mi2,NonTarget,,2006-2010,-73.3193,41.3833,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0483,,,,LowGrad,Target,,2006-2010,-72.9834,41.7735,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0484,,,,LowGrad,Target,,2006-2010,-72.638,41.8231,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0485,,,,LT1mi2,NonTarget,,2006-2010,-72.4439,41.4966,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0486,16337,S16337_2006_2010,Beaver Brook,CMPLTE,Target,2,2006-2010,-73.0766,41.3351,156.3568317,23,0.0095,11450,26.475,0.36725,0.326,0.00325,0.009,0.5145,0.01575,127.5,4.5,,Fail,,,,,,BCG5
CTS06621-0487,,,,Pond,NonTarget,,2006-2010,-73.2922,41.7869,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0488,,,,LT1mi2,NonTarget,,2006-2010,-72.8642,41.6571,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0489,,,,Tidal,NonTarget,,2006-2010,-72.8888,41.3073,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0490,15102,S15102_2006_2010,Means Brook,CMPLTE,Target,2,2006-2010,-73.1645,41.3231,156.3568317,34,0.036,14825,24.675,0.619,0.545,0.0075,0.00825,0.85225,0.032,131.5,14.5,,Fail,,,,,,BCG5
CTS06621-0491,,,,LowGrad,Target,,2006-2010,-73.4148,41.9966,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0492,,,,LT1mi2,NonTarget,,2006-2010,-72.22,41.6732,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0493,,,,Pond,NonTarget,,2006-2010,-73.6111,41.0826,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0494,,,,LT1mi2,NonTarget,,2006-2010,-73.4983,41.233,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0495,,,,Pond,NonTarget,,2006-2010,-72.2475,41.9753,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0496,,,,Pond,NonTarget,,2006-2010,-72.0132,41.5053,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0497,,,,LT1mi2,NonTarget,,2006-2010,-72.3702,41.41,156.3568317,,,,,,,,,,,,,,,,,,,,
CTS06621-0498,,,,LT1mi2,NonTarget,,2006-2010,-73.2662,41.5696,156.3568317,,,,,,,,,,,,,,,,,,,,
